Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Ontario","Sault Ste. Marie","35092","Mike Taffarel Marxist-Leninist/Marxiste-Léniniste","Sault Ste. Marie, Ont.","Retired Steelworker/Métallurgiste à la retraite",83,.2,,
"Ontario","Scarborough Centre/Scarborough-Centre","35094","Salma Zahid Liberal/Libéral","Toronto, Ont.","Community Activist/Activiste communautaire",22753,50.5,      8048,  17.9
"Ontario","Scarborough Centre/Scarborough-Centre","35094","Roxanne James ** Conservative/Conservateur","Scarborough, Ont.","Politician/Politicienne",14705,32.7,,
"Ontario","Scarborough Centre/Scarborough-Centre","35094","Alex Wilson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Scarborough, Ont.","Clergy/Membre du clergé",5227,11.6,,
"Ontario","Scarborough Centre/Scarborough-Centre","35094","Katerina Androutsos Libertarian/Libertarien","Scarborough, Ont.","Letter carrier/Factrice",1384,3.1,,
"Ontario","Scarborough Centre/Scarborough-Centre","35094","Lindsay Thompson Green Party/Parti Vert","Toronto, Ont.","Client Relations for IT Company/Relations clientèle entreprise TI",960,2.1,,
"Ontario","Scarborough North/Scarborough-Nord","35096","Shaun Chen Liberal/Libéral","Toronto, Ont.","School Trustee/Conseiller scolaire",18904,48.2,      8167,  20.8
"Ontario","Scarborough North/Scarborough-Nord","35096","Ravinder Malhi Conservative/Conservateur","Markham, Ont.","Self-employed/travailleuse indépendant",10737,27.4,,
"Ontario","Scarborough North/Scarborough-Nord","35096","Rathika Sitsabaiesan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Scarborough, Ont.","Parliamentarian/Parlementaire",8648,22.1,,
"Ontario","Scarborough North/Scarborough-Nord","35096","Eleni MacDonald Green Party/Parti Vert","Scarborough, Ont.","Sales Consultant/Conseillère aux ventes",579,1.5,,
"Ontario","Scarborough North/Scarborough-Nord","35096","Raphael Rosch Independent/Indépendant","Scarborough, Ont.","Entrepreneur/Entrepreneur",164,.4,,
"Ontario","Scarborough North/Scarborough-Nord","35096","Aasia Khatoon Independent/Indépendant","Scarborough, Ont.","Dental Hygienist/Hygiéniste dentaire",156,.4,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","35098","Bill Blair Liberal/Libéral","Toronto, Ont.","Retired Police Chief/Chef de police retraité",25586,52.5,     14012,  28.7
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","35098","Dan Harris ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Parliamentarian/Parlementaire",11574,23.7,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","35098","Roshan Nallaratnam Conservative/Conservateur","Toronto, Ont.","Police Officer/Policier",10347,21.2,,
"Ontario","Scarborough Southwest/Scarborough-Sud-Ouest","35098","Tommy Taylor Green Party/Parti Vert","Toronto, Ont.","Theatre Artist/Artiste de théâtre",1259,2.6,,
"Ontario","Scarborough--Agincourt","35093","Arnold Chan ** Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",21587,51.9,      5785,  13.9
"Ontario","Scarborough--Agincourt","35093","Bin Chang Conservative/Conservateur","Markham, Ont.","Associate Professor/Professeuse agrégé",15802,38,,
"Ontario","Scarborough--Agincourt","35093","Laura Patrick NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Student/Étudiante",3263,7.9,,
"Ontario","Scarborough--Agincourt","35093","Debra Scott Green Party/Parti Vert","Toronto, Ont.","Communications / PR Freelancer/Pigiste, communications / RP",570,1.4,,
"Ontario","Scarborough--Agincourt","35093","Jude Coutinho Christian Heritage Party/Parti de l'Héritage Chrétien","Scarborough, Ont.","Catechist/Catéchiste",334,.8,,
"Ontario","Scarborough--Guildwood","35095","John McKay ** Liberal/Libéral","Scarborough, Ont.","Parliamentarian/Parlementaire",25167,60,     14059,  33.5
"Ontario","Scarborough--Guildwood","35095","Chuck Konkel Conservative/Conservateur","Toronto, Ont.","Police Officer/Policier",11108,26.5,,
"Ontario","Scarborough--Guildwood","35095","Laura Casselman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Public Relations/Relations publiques",4720,11.3,,
"Ontario","Scarborough--Guildwood","35095","Kathleen Holding Green Party/Parti Vert","Toronto, Ont.","Homemaker/Personne au foyer",606,1.4,,
"Ontario","Scarborough--Guildwood","35095","Kevin Clarke Independent/Indépendant","Toronto, Ont.","Servant/Serviteur",175,.4,,
"Ontario","Scarborough--Guildwood","35095","Paul Coulbeck Radical Marijuana/Radical Marijuana","Toronto, Ont.","Author/Auteur",141,.3,,
"Ontario","Scarborough--Rouge Park","35097","Gary Anandasangaree Liberal/Libéral","Markham, Ont.","Lawyer/Avocat",29913,60.2,     16326,  32.9
"Ontario","Scarborough--Rouge Park","35097","Leslyn Lewis Conservative/Conservateur","Markham, Ont.","Lawyer/Avocate",13587,27.4,,
"Ontario","Scarborough--Rouge Park","35097","KM Shanthikumar NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Scarborough, Ont.","Telecom order manager/Gestionnaire des commandes en télécomm",5145,10.4,,
"Ontario","Scarborough--Rouge Park","35097","Calvin Winter Green Party/Parti Vert","Toronto, Ont.","New Media Specialist/Spécialiste des nouveaux médias",1010,2,,
"Ontario","Simcoe North/Simcoe-Nord","35100","Bruce Stanton ** Conservative/Conservateur","Coldwater, Ont.","Resort Operator/Exploitant de villégiature",24836,43.5,      2118,   3.7
"Ontario","Simcoe North/Simcoe-Nord","35100","Liz Riley Liberal/Libéral","Orillia, Ont.","Health Care Executive Retired /Exécutif de soins de santé, retraitée",22718,39.8,,
"Ontario","Simcoe North/Simcoe-Nord","35100","Richard Banigan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Tiny, Ont.","Retired/Retraité",6037,10.6,,
"Ontario","Simcoe North/Simcoe-Nord","35100","Peter Stubbins Green Party/Parti Vert","Tiny, Ont.","Physiotherapist/Physiothérapeute",2543,4.5,,
"Ontario","Simcoe North/Simcoe-Nord","35100","Jacob Kearey-Moreland No Affiliation/Aucune appartenance","Orillia, Ont.","Gardener / writer/Auteur / Jardinier",618,1.1,,
"Ontario","Simcoe North/Simcoe-Nord","35100","Scott Whittaker Christian Heritage Party/Parti de l'Héritage Chrétien","Orillia, Ont.","Financial Advisor/Conseiller financier",319,.6,,
"Ontario","Simcoe--Grey","35099","Kellie Leitch ** Conservative/Conservateur","Creemore, Ont.","Parliamentarian / Paediatric Orthopedic Surgeon/Parlementaire /Chirurgienne orthopédie pédiatrique",30612,46.6,      5260,   8.0
"Ontario","Simcoe--Grey","35099","Mike MacEachern Liberal/Libéral","Alliston, Ont.","Executive Director/Directeur exécutif",25352,38.6,,
"Ontario","Simcoe--Grey","35099","David Matthews NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Wasaga Beach, Ont.","Retired/Retraité",6332,9.6,,
"Ontario","Simcoe--Grey","35099","JoAnne Fleming Green Party/Parti Vert","Collingwood, Ont.","Small Business Owner/Propriétaire de petite entreprise",2923,4.4,,
"Ontario","Simcoe--Grey","35099","Len Noordegraaf Christian Heritage Party/Parti de l'Héritage Chrétien","New Lowell, Ont.","Self-employed, Bucket Truck Service/Travailleur indépendent, Service camion nacelle",528,.8,,
"Ontario","Spadina--Fort York","35101","Adam Vaughan Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",30141,54.7,     15094,  27.4
"Ontario","Spadina--Fort York","35101","Olivia Chow ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Teacher/Enseignante",15047,27.3,,
"Ontario","Spadina--Fort York","35101","Sabrina Zuniga Conservative/Conservateur","Toronto, Ont.","Consultant/Consultante",8673,15.7,,
"Ontario","Spadina--Fort York","35101","Sharon Danley Green Party/Parti Vert","Toronto, Ont.","Retired/Retraitée",1137,2.1,,
"Ontario","Spadina--Fort York","35101","Michael Nicula PACT/PRCT","Toronto, Ont.","Small business owner/Propriétaire de petite entreprise",91,.2,,
"Ontario","Spadina--Fort York","35101","Nick Lin Marxist-Leninist/Marxiste-Léniniste","Etobicoke, Ont.","Events Worker/Préposé aux événements",59,.1,,
"Ontario","Stormont--Dundas--South Glengarry","35102","Guy Lauzon ** Conservative/Conservateur","South Stormont, Ont.","Parliamentarian/Parlementaire",27091,51.1,      6639,  12.5
"Ontario","Stormont--Dundas--South Glengarry","35102","Bernadette Clement Liberal/Libéral","Cornwall, Ont.","Lawyer/Avocate",20452,38.5,,
"Ontario","Stormont--Dundas--South Glengarry","35102","Patrick Burger NDP-New Democratic Party/NPD-Nouveau Parti démocratique","South Stormont, Ont.","Teacher/Enseignant",4332,8.2,,
"Ontario","Stormont--Dundas--South Glengarry","35102","Elaine Kennedy Green Party/Parti Vert","South Stormont, Ont.","Retired Teacher/Enseignante retraitée",1191,2.2,,
"Ontario","Sudbury","35103","Paul Lefebvre Liberal/Libéral","Sudbury, Ont.","Lawyer/Avocat",23534,47.4,      9741,  19.6
"Ontario","Sudbury","35103","Paul Loewenberg NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sudbury, Ont.","Business manager/Directeur commercial",13793,27.8,,
"Ontario","Sudbury","35103","Fred Slade Conservative/Conservateur","Sudbury, Ont.","Chartered Professional Accountant/Comptable professionnel agréé",10473,21.1,,
"Ontario","Sudbury","35103","David Robinson Green Party/Parti Vert","Sudbury, Ont.","Professor/Enseignant",1509,3,,
"Ontario","Sudbury","35103","Jean-Raymond Audet Independent/Indépendant","Sudbury, Ont.","Retired Conductor/Chef de train retraité",134,.3,,
"Ontario","Sudbury","35103","Elizabeth Rowley Communist/Communiste","Toronto, Ont.","Publishing/Édition",102,.2,,
"Ontario","Sudbury","35103","J. David Popescu Independent/Indépendant","Sudbury, Ont.","Landlord/Propriétaire",84,.2,,
"Ontario","Thornhill","35104","Peter Kent ** Conservative/Conservateur","Toronto, Ont.","Parliamentarian/Parlementaire",31911,58.6,     13516,  24.8
"Ontario","Thornhill","35104","Nancy Coldham Liberal/Libéral","Thornhill, Ont.","Consultant entrepreneur/Consultante entrepreneuse",18395,33.8,,
"Ontario","Thornhill","35104","Lorne Cherry NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Thornhill, Ont.","Consultant/Consultant",2814,5.2,,
"Ontario","Thornhill","35104","Josh Rachlis Green Party/Parti Vert","Toronto, Ont.","Copy writer/Blogger/Concepteur-rédacteur",627,1.2,,
"Ontario","Thornhill","35104","Gene Balfour Libertarian/Libertarien","Thornhill, Ont.","Professional Recruiter/Recruteur professionnel",587,1.1,,
"Ontario","Thornhill","35104","Margaret Leigh Fairbairn Seniors Party/Parti des aînés","Thornhill, Ont.","Occupational thearapist/Ergothérapeute",157,.3,,
"Ontario","Thunder Bay--Rainy River","35105","Don Rusnak Liberal/Libéral","Thunder Bay, Ont.","Lawyer/Avocat",18523,44,      6040,  14.4
"Ontario","Thunder Bay--Rainy River","35105","John Rafferty ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Neebing, Ont.","Parliamentarian/Parlementaire",12483,29.7,,
"Ontario","Thunder Bay--Rainy River","35105","Moe Comuzzi Conservative/Conservateur","Thunder Bay, Ont.","General Manager, Automobiles /Directrice générale, automobiles",8876,21.1,,
"Ontario","Thunder Bay--Rainy River","35105","Christy Radbourne Green Party/Parti Vert","Thunder Bay, Ont.","Principal/Directrice",2201,5.2,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Patty Hajdu Liberal/Libéral","Thunder Bay, Ont.","Executive Director/Directrice exécutive",20069,45,      9730,  21.8
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Andrew Foulds NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Thunder Bay, Ont.","Teacher/Enseignant",10339,23.2,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Richard Harvey Conservative/Conservateur","Nipigon, Ont.","Self-employed/Travailleur indépendant",7775,17.4,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Bruce Hyer ** Green Party/Parti Vert","Thunder Bay, Ont.","Biologist/Biologiste",6155,13.8,,
"Ontario","Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord","35106","Robert Skaf Independent/Indépendant","Thunder Bay, Ont.","Entrepreneur/Entrepreneur",270,.6,,
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Charlie Angus ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cobalt, Ont.","Parliamentarian/Parlementaire",15974,42.9,      3034,   8.1
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Todd Lever Liberal/Libéral","Timmins, Ont.","Lawyer/Avocat",12940,34.7,,
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","John P. Curley Conservative/Conservateur","Porcupine, Ont.","Retired Technician/Technicien retraité",7605,20.4,,
"Ontario","Timmins--James Bay/Timmins--Baie James","35107","Max Kennedy Green Party/Parti Vert","Englehart, Ont.","Teacher/Enseignant",752,2,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Bill Morneau Liberal/Libéral","Toronto, Ont.","Executive Chair/Président exécutif",29297,57.9,     15830,  31.3
"Ontario","Toronto Centre/Toronto-Centre","35108","Linda McQuaig NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Writer / Journalist/Écrivaine / Journaliste",13467,26.6,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Julian Di Battista Conservative/Conservateur","Toronto, Ont.","Analyst/Analyste",6167,12.2,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Colin Biggin Green Party/Parti Vert","Toronto, Ont.","Computer Programmer/Programmeur",1315,2.6,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Jordan Stone Independent/Indépendant","Toronto, Ont.","Filmmaker/Cinéaste",147,.3,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Mariam Ahmad Communist/Communiste","Toronto, Ont.","Worker/Travailleuse",133,.3,,
"Ontario","Toronto Centre/Toronto-Centre","35108","Philip Fernandez Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Teacher/Enseignant",76,.2,,
"Ontario","Toronto--Danforth","35109","Julie Dabrusin Liberal/Libéral","Toronto, Ont.","Lawyer and Parent/Avocat et parent",23531,42.3,      1206,   2.2
"Ontario","Toronto--Danforth","35109","Craig Scott NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Law Professor/Professeur de droit",22325,40.2,,
"Ontario","Toronto--Danforth","35109","Benjamin Dichter Conservative/Conservateur","Toronto, Ont.","Business Owner/Propriétaire d'entreprise",5478,9.9,,
"Ontario","Toronto--Danforth","35109","Chris Tolley Green Party/Parti Vert","Toronto, Ont.","Artist/Artiste",2618,4.7,,
"Ontario","Toronto--Danforth","35109","John Richardson PC Party/Parti PC","Toronto, Ont.","Lawyer/Avocat",1275,2.3,,
"Ontario","Toronto--Danforth","35109","Elizabeth Abbott Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Toronto, Ont.","Historian / Author/Historienne / Auteure",354,.6,,
"Ontario","Toronto--St. Paul's","35090","Carolyn Bennett ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",31481,55.3,     16105,  28.3
"Ontario","Toronto--St. Paul's","35090","Marnie MacDougall Conservative/Conservateur","Toronto, Ont.","Small Business Owner/Propriétaire d'une petite entreprise",15376,27,,
"Ontario","Toronto--St. Paul's","35090","Noah Richler NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Writer/Écrivain",8386,14.7,,
"Ontario","Toronto--St. Paul's","35090","Kevin Farmer Green Party/Parti Vert","York, Ont.","Software Developer/Développeur de logiciels",1729,3,,
"Ontario","University--Rosedale","35110","Chrystia Freeland ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",27849,49.8,     11861,  21.2
"Ontario","University--Rosedale","35110","Jennifer Hollett NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Digital Strategist/Conceptrice en stratégies numériques",15988,28.6,,
"Ontario","University--Rosedale","35110","Karim Jivraj Conservative/Conservateur","Toronto, Ont.","Jurist (international Law)/Juriste (droit international)",9790,17.5,,
"Ontario","University--Rosedale","35110","Nick Wright Green Party/Parti Vert","Toronto, Ont.","Lawyer/Avocat",1641,2.9,,
"Ontario","University--Rosedale","35110","Jesse Waslowski Libertarian/Libertarien","Toronto, Ont.","Law and Business Student/Étudiant en droit et en affaires",233,.4,,
"Ontario","University--Rosedale","35110","Simon Luisi Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Toronto, Ont.","Courier/Messager",126,.2,,
"Ontario","University--Rosedale","35110","Drew Garvie Communist/Communiste","Toronto, Ont.","Publishing/Édition",125,.2,,
"Ontario","University--Rosedale","35110","David Berlin The Bridge/Le Lien","Toronto, Ont.","Editor/Rédacteur",122,.2,,
"Ontario","University--Rosedale","35110","Steve Rutchinski Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","University administrator/Employé administratif dans une université",51,.1,,
"Ontario","Vaughan--Woodbridge","35111","Francesco Sorbara Liberal/Libéral","Vaughan, Ont.","Corporate Debt Analyst/Analyste de l'endettement des entreprises",23041,48.7,      2295,   4.9
"Ontario","Vaughan--Woodbridge","35111","Julian Fantino ** Conservative/Conservateur","Woodbridge, Ont.","Parliamentarian/Parlementaire",20746,43.9,,
"Ontario","Vaughan--Woodbridge","35111","Adriana Marie Zichy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Political organizer/Organisatrice politique",2198,4.6,,
"Ontario","Vaughan--Woodbridge","35111","Anthony Gualtieri Libertarian/Libertarien","Woodbridge, Ont.","Legal professional/Professionnel juridique",716,1.5,,
"Ontario","Vaughan--Woodbridge","35111","Elise Boulanger Green Party/Parti Vert","Nanaimo, B.C./ C.-B.","Student/Étudiante",597,1.3,,
"Ontario","Waterloo","35112","Bardish Chagger Liberal/Libéral","Waterloo, Ont.","Community Organizer/Organisateur communautaire",29752,49.7,     10434,  17.4
"Ontario","Waterloo","35112","Peter Braid ** Conservative/Conservateur","Kitchener, Ont.","Parliamentarian/Parlementaire",19318,32.3,,
"Ontario","Waterloo","35112","Diane Freeman NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Waterloo, Ont.","Engineer/Ingénieure",8928,14.9,,
